Fruit,City,Market_Type,Quality,Season,Supply_Level,Demand_Level,Transport_Cost,Price_per_kg
Papaya,Lucknow,Wholesale,Average,Spring,1.6340063626611157,1.0618512280410684,5.863405817258829,17.72
Banana,Hyderabad,Mandi,Premium,Monsoon,0.802098654190831,1.4672193407783727,17.268036930443422,99.54
Mango,Pune,Retail,Premium,Monsoon,1.9541622036983852,1.279191331388553,9.240896987659488,93.28
Grapes,Chennai,Wholesale,Average,Summer,1.551516900642561,0.7906158024517486,20.45761154927036,50.0
Pomegranate,Hyderabad,Mandi,Good,Monsoon,0.6056910165004374,0.9225149123591286,11.490132983378947,238.28
Watermelon,Ahmedabad,Retail,Good,Winter,0.5076182194635908,1.4342069141081286,8.948976341822634,98.46
Pineapple,Jaipur,Wholesale,Good,Winter,1.2074947741777404,1.1573021546889324,5.9280577203025135,45.87
Papaya,Kolkata,Wholesale,Average,Summer,0.9207917327831014,1.3563752130886828,16.68639463525418,51.39
Orange,Hyderabad,Wholesale,Premium,Spring,1.1163993574441373,1.2033753544066337,18.986258423106076,88.64
Pomegranate,Hyderabad,Retail,Good,Spring,1.7267759951222488,0.9770128332277987,21.15478586401429,132.08
Watermelon,Bangalore,Retail,Premium,Spring,1.1841492899938875,1.0182186812248317,11.49410668516528,52.72
Guava,Bangalore,Mandi,Good,Summer,0.8821513794929301,1.4316209230416448,7.261059356690202,90.58
Banana,Hyderabad,Wholesale,Premium,Spring,1.312640479911523,0.8048638893637624,20.323142031655557,44.57
Watermelon,Hyderabad,Retail,Premium,Summer,1.236041518890476,1.050889148751715,20.206233022088476,51.45
Mango,Lucknow,Mandi,Good,Summer,0.6068874989723418,1.3834064492431515,20.63270890886421,169.18
Watermelon,Hyderabad,Wholesale,Premium,Monsoon,1.9211419970896897,1.0386864218806289,5.186205815247074,18.22
Pineapple,Lucknow,Wholesale,Average,Winter,0.7142361657303239,1.256705259494788,8.291562894270058,62.47
Grapes,Hyderabad,Retail,Average,Winter,0.7443539817160911,1.3499309260991204,22.067914670738833,214.58
Apple,Delhi,Retail,Good,Winter,1.3285070201832543,0.7404059766658256,5.8776217673748725,89.08
Papaya,Mumbai,Retail,Good,Summer,1.6172980376994193,0.7637231420963383,5.971254465913233,33.08
Mango,Lucknow,Wholesale,Good,Spring,0.7211789007123517,0.723789009035682,6.434634756298168,60.97
Apple,Mumbai,Mandi,Premium,Monsoon,0.6568442971315123,1.4048032678517663,15.54991889116523,395.04
Guava,Jaipur,Wholesale,Premium,Winter,1.0115302583840509,1.469491899478399,15.948128120024505,92.98
Watermelon,Lucknow,Mandi,Premium,Winter,1.046181585262258,1.2115091371632785,7.580728177788498,44.23
Mango,Mumbai,Wholesale,Good,Winter,1.2200277647669313,1.0219148518515442,8.02915244800829,84.13
Pineapple,Chennai,Retail,Premium,Spring,1.4823606847217885,1.0541887421651666,23.978324363774302,68.33
Papaya,Mumbai,Retail,Premium,Spring,0.6020153479286308,0.8550313040186839,9.291296401856997,104.24
Guava,Bangalore,Wholesale,Premium,Monsoon,1.6753758421143257,1.4375899807721382,8.901094444727267,69.89
Guava,Chennai,Retail,Good,Winter,1.2688643238863175,0.914219451683294,14.099015536839994,63.9
Orange,Kolkata,Retail,Premium,Winter,1.3166919982237528,0.8347524409055321,20.209292125521333,78.46
Watermelon,Mumbai,Wholesale,Good,Monsoon,0.8512985896821352,0.9157075193753633,18.095414272041765,43.0
Pomegranate,Hyderabad,Wholesale,Premium,Summer,0.7836164806675232,1.4207261842135925,18.483738976592278,301.34
Pomegranate,Lucknow,Wholesale,Premium,Summer,1.29096634346359,1.022228427237196,16.776205403124465,128.48
Pomegranate,Hyderabad,Retail,Premium,Winter,1.4284027441451506,0.9263087278290921,22.897384014110397,168.64
Apple,Pune,Mandi,Premium,Spring,1.3048672850429304,0.9225737496550577,6.232159705849385,114.55
Banana,Mumbai,Mandi,Average,Monsoon,1.0454171737850957,0.8734514207432866,18.392225130750354,52.32
Watermelon,Ahmedabad,Mandi,Premium,Summer,1.1506674116107305,0.9846345022567944,15.322696093489956,42.59
Mango,Bangalore,Wholesale,Premium,Spring,1.4243810608562186,1.0550847929124556,8.76031434392578,70.27
Grapes,Chennai,Mandi,Premium,Spring,1.601341701779125,0.7440877119525333,22.757458637026605,76.66
Grapes,Lucknow,Mandi,Average,Spring,1.2806841382090746,1.38864869014939,5.108874183833811,102.69
Mango,Lucknow,Retail,Premium,Monsoon,1.9334591925851323,1.317671619105028,21.84742667636644,107.32
Grapes,Kolkata,Retail,Premium,Monsoon,1.4060074966092502,1.397066873872226,24.978093995261535,176.35
Orange,Mumbai,Wholesale,Good,Winter,1.7683267932453495,1.1887675995458038,5.80249240522019,48.89
Papaya,Mumbai,Mandi,Average,Monsoon,0.9371227080140729,0.9689282061956159,11.169384251653726,49.46
Guava,Mumbai,Wholesale,Good,Spring,1.8073277846873717,1.0573916202491143,11.859330394001564,36.54
Pineapple,Mumbai,Retail,Premium,Spring,1.3989162767353878,1.3459823485215272,7.187118062189577,92.43
Papaya,Pune,Retail,Good,Spring,0.6088621970670662,1.380254166526079,9.257001720767148,97.65
Banana,Kolkata,Wholesale,Premium,Summer,0.8378598535028694,1.2451680923402175,10.072312552771283,81.48
Watermelon,Mumbai,Wholesale,Premium,Summer,0.6692872170691433,1.1875742106932976,21.411528786676996,69.94
Watermelon,Jaipur,Mandi,Average,Monsoon,1.3405230115254851,1.2828921254342216,12.096914468613164,29.99
Orange,Delhi,Wholesale,Good,Spring,1.1412585555700492,0.9177924340048357,12.683215159069249,61.24
Apple,Kolkata,Mandi,Good,Summer,0.7878097766067522,0.7489733265148576,16.818321856544536,130.33
Watermelon,Jaipur,Retail,Premium,Monsoon,0.8576407684302254,1.4534532000401246,17.07488577126513,82.9
Pomegranate,Chennai,Wholesale,Average,Summer,0.7829483696361123,1.1063179328027046,15.571684028748846,140.63
Watermelon,Ahmedabad,Retail,Average,Summer,1.5809244359955725,1.100244125083612,22.881990722123184,39.39
Apple,Lucknow,Retail,Average,Spring,1.8749646540408742,1.264397321547699,18.43558540509732,82.22
Grapes,Hyderabad,Wholesale,Premium,Summer,1.2338448503069193,1.0063499058332936,9.441643764179798,100.48
Papaya,Jaipur,Mandi,Premium,Winter,1.9963738894189587,1.4095536887062938,21.208731712312506,58.39
Pomegranate,Bangalore,Retail,Premium,Monsoon,1.5020291787688398,0.8413458513410441,16.604570643982832,164.16
Guava,Pune,Mandi,Average,Monsoon,1.403767045362093,0.9366581748654905,22.76418386428298,53.39
Papaya,Hyderabad,Mandi,Premium,Spring,1.8894199427726108,1.4693050053002457,8.789802917992084,39.48
Orange,Bangalore,Wholesale,Premium,Monsoon,1.8345311188574973,1.0523476565248369,23.023552464347112,68.36
Pineapple,Chennai,Wholesale,Premium,Spring,1.9753959496081612,1.2338809304403169,5.876937049932598,37.3
Pineapple,Hyderabad,Retail,Premium,Summer,1.157447912049749,0.9101546479040041,8.294354938859618,57.13
Apple,Pune,Retail,Premium,Summer,1.6685080908860566,0.7160421678272068,22.809391479677796,116.58
Apple,Mumbai,Wholesale,Premium,Winter,1.4634172452606724,0.7306892438303797,17.42928845313569,87.05
Grapes,Kolkata,Wholesale,Good,Summer,0.5471689325884213,1.281197397069938,21.715661417092026,225.66
Pomegranate,Delhi,Retail,Good,Winter,0.937382192241736,0.9135194304790174,23.590114107362975,230.38
Orange,Pune,Mandi,Average,Spring,1.2488643612871622,0.9178285285665073,8.387929992631571,51.19
Watermelon,Jaipur,Mandi,Average,Winter,1.9039912685026665,1.242498001229317,13.288596249340731,27.87
Watermelon,Chennai,Wholesale,Premium,Summer,0.5503188071182368,1.1483191630559542,18.896551586562516,67.85
Papaya,Chennai,Retail,Average,Winter,0.5501397996398325,0.9934016611407521,9.741407823483561,77.21
Papaya,Lucknow,Mandi,Premium,Winter,1.8834616632253771,1.0407145240293454,24.71048266510436,50.25
Pomegranate,Hyderabad,Wholesale,Good,Spring,1.1323313723270514,1.266028350196355,14.25375663375654,137.41
Pomegranate,Hyderabad,Mandi,Premium,Monsoon,1.811908691754749,1.1510936255134132,15.32888683805643,140.96
Pomegranate,Kolkata,Retail,Average,Spring,1.0660814374621643,1.05580471856161,5.928673109656247,178.64
Banana,Lucknow,Wholesale,Premium,Spring,0.6922821092156926,1.040285197015987,9.944121474777535,72.27
Banana,Hyderabad,Retail,Average,Spring,1.0873056494024438,1.2706573836010178,18.188464936998326,62.01
Apple,Delhi,Retail,Average,Winter,1.5785342306504015,1.1031110374330189,19.175312646913092,99.7
Watermelon,Bangalore,Mandi,Good,Winter,1.6243991616811435,1.0498780579460758,23.652821251079693,41.71
Papaya,Ahmedabad,Wholesale,Average,Spring,1.0993977674313018,1.3819443340552953,15.00595748787984,39.68
Apple,Chennai,Retail,Average,Winter,0.5010752880598697,1.4494827440728122,8.290507447856248,321.0
Pineapple,Mumbai,Mandi,Premium,Summer,0.9775280332040164,1.0049839622199013,24.8142511724621,99.57
Orange,Lucknow,Wholesale,Average,Summer,1.2217822272126537,1.067601813256254,12.250194626442472,39.97
Banana,Mumbai,Mandi,Premium,Winter,1.0316359879810792,1.0049175056277884,13.237045662889939,73.74
Orange,Jaipur,Wholesale,Good,Winter,1.8148407361830763,0.8266290048472784,14.11321643106184,41.54
Grapes,Hyderabad,Retail,Premium,Monsoon,1.3524787266168883,1.0516062243580415,6.344812681040732,145.8
Orange,Hyderabad,Retail,Average,Summer,0.9548293200778868,1.258392377198234,20.805198078833875,88.75
Pomegranate,Bangalore,Mandi,Premium,Monsoon,1.1118239152954748,1.229158253290481,22.63806569526919,268.77
Watermelon,Ahmedabad,Wholesale,Good,Spring,0.7905755761644468,0.9766628562476751,12.156823172830665,38.08
Pineapple,Delhi,Mandi,Average,Summer,1.4162901252752755,1.3970117482161257,5.3089485546615585,42.05
Guava,Chennai,Retail,Good,Monsoon,1.3244334516590524,1.4102541122686552,7.093212678157926,69.2
Papaya,Bangalore,Mandi,Average,Monsoon,1.1002329092980985,0.8203963984580684,15.0714014880711,38.57
Papaya,Bangalore,Mandi,Premium,Monsoon,0.8865434722837695,1.4079413974759734,16.54040803381117,106.37
Orange,Bangalore,Mandi,Average,Summer,0.5669918245683481,0.9476474412104587,10.846060931096751,109.02
Orange,Mumbai,Mandi,Premium,Summer,1.520874639378151,0.7970119146873094,7.275239176090988,58.01
Mango,Hyderabad,Wholesale,Average,Spring,0.5563284800900684,0.952803778293115,11.282196381787415,102.38
Grapes,Ahmedabad,Wholesale,Good,Spring,1.3950844851593256,0.9697616281351622,10.250172085330881,70.78
Pineapple,Bangalore,Mandi,Premium,Summer,1.8332637676077976,0.7386595270843175,16.265116876513666,43.87
Apple,Mumbai,Wholesale,Good,Spring,1.8978690988961837,0.9230975410087718,24.004224117308603,87.35
Pineapple,Lucknow,Mandi,Average,Spring,1.73968047868247,1.4310120026430388,22.59859127276747,55.34
Pomegranate,Chennai,Mandi,Premium,Spring,0.9123434873856315,0.7262398994215168,13.40670778390998,168.67
Watermelon,Kolkata,Mandi,Good,Winter,0.5283914607671951,0.7287142009511459,23.29715611841519,54.41
Guava,Lucknow,Wholesale,Average,Monsoon,0.816510037561289,1.2506343987418038,9.394455002207938,49.11
Mango,Lucknow,Wholesale,Average,Summer,1.6882849074128676,1.3708974369584455,18.095515025685206,46.83
Banana,Delhi,Wholesale,Good,Monsoon,0.8893256499096238,0.9339128190781922,19.106132850718545,57.74
Guava,Delhi,Retail,Average,Summer,0.6529288243704161,1.0237160227520794,6.248950623950149,103.96
Mango,Mumbai,Wholesale,Average,Spring,1.6583604138399148,1.078570549507519,17.354538481235885,59.69
Watermelon,Kolkata,Retail,Good,Winter,1.7020280874053728,1.0284038570786853,9.6016898371495,30.88
Pomegranate,Pune,Retail,Average,Spring,1.0673101758096168,1.3351165241556133,22.48829108392957,203.17
Grapes,Bangalore,Retail,Average,Monsoon,1.9595680242712417,1.4837874678190879,10.365520409071134,88.44
Orange,Mumbai,Mandi,Good,Summer,1.5588236670225823,1.4293109517882427,18.04969456812315,78.5
Apple,Bangalore,Retail,Premium,Summer,1.7901102784846892,0.7981024399824053,13.669273994662474,115.42
Pomegranate,Jaipur,Retail,Average,Winter,1.1736851208953762,1.1565316631846312,13.71178316025418,149.39
Banana,Mumbai,Retail,Good,Summer,0.9237480899314467,1.1441277838321238,19.60832530039471,90.82
Guava,Pune,Mandi,Premium,Spring,0.6582704696018016,1.2464556601520993,18.214547862183032,134.46
Apple,Pune,Mandi,Good,Monsoon,0.859563617363667,0.9980840828616637,9.606856642047024,132.77
Pomegranate,Bangalore,Retail,Premium,Spring,1.377135212505957,1.3529822814902401,24.765242302863737,299.17
Guava,Ahmedabad,Mandi,Average,Monsoon,1.2422426849321302,1.2938481964269795,20.408235741372877,52.57
Watermelon,Mumbai,Retail,Good,Spring,1.5966544745053433,0.8937467564750141,8.434199779473763,27.69
Guava,Delhi,Mandi,Premium,Summer,1.4824116568509824,0.9266372223981617,5.004858688690255,48.72
Guava,Delhi,Retail,Premium,Monsoon,1.522190918775757,0.7508285779391348,12.92494693632812,59.74
Guava,Hyderabad,Mandi,Good,Spring,1.5552925102722956,1.2158848347437814,12.478774272075492,50.37
Guava,Bangalore,Retail,Premium,Spring,1.9145310644686042,1.3360583049449313,8.625005111031038,67.93
Watermelon,Delhi,Retail,Average,Monsoon,1.9441772119710983,0.8013246982777551,13.412604737576387,22.23
Pineapple,Hyderabad,Mandi,Average,Winter,1.9800451941206356,1.1954785991670698,18.017327905082816,36.97
Watermelon,Ahmedabad,Mandi,Average,Winter,0.9322282036661046,0.8888063442589695,19.61029308052653,37.98
Pineapple,Mumbai,Wholesale,Premium,Monsoon,0.5295886196947632,0.808146443337144,18.903929194064226,100.31
Banana,Lucknow,Wholesale,Good,Spring,1.3736014473019096,1.2511999879908546,16.340246508403446,51.22
Apple,Mumbai,Mandi,Premium,Monsoon,1.7162421700434063,1.4847890422389465,23.530955615019508,193.73
Apple,Chennai,Retail,Average,Monsoon,1.5899066559978035,1.4429834954218683,21.086094259110336,131.66
Apple,Lucknow,Mandi,Premium,Monsoon,1.642188250154238,1.0387093992539695,5.090089619605774,107.79
Pomegranate,Kolkata,Mandi,Premium,Summer,0.6453759906004923,1.138417197783308,19.05476598579174,374.64
Banana,Bangalore,Wholesale,Good,Monsoon,1.5956206293226889,1.0626093467053785,18.686573009105334,48.75
Orange,Kolkata,Wholesale,Premium,Winter,1.6967035583129115,1.4371661889732243,24.5701193386538,86.05
Pomegranate,Mumbai,Mandi,Premium,Spring,0.6283993292341525,0.846766307807092,20.168073460684063,351.41
Orange,Lucknow,Mandi,Premium,Spring,0.5940832571216882,1.3523902124641087,14.895084808714072,199.62
Pomegranate,Mumbai,Wholesale,Premium,Summer,0.8386446123125422,0.7201117806050513,19.458613444772073,174.38
Papaya,Delhi,Mandi,Average,Summer,0.5269367956252264,0.7596083694549121,15.207854426974132,64.46
Orange,Ahmedabad,Retail,Good,Monsoon,1.6824128122562445,0.9072281152826777,19.17353439931014,62.39
Grapes,Mumbai,Retail,Good,Winter,1.1276742457631872,1.1068311131981663,14.535077510166563,140.41
Pineapple,Bangalore,Mandi,Premium,Winter,0.5888349580949113,0.784317547863312,8.693024917873952,100.76
Pomegranate,Ahmedabad,Wholesale,Good,Summer,1.7379626036344735,0.8007525128380004,23.061950140986195,75.0
Papaya,Kolkata,Retail,Premium,Summer,1.0976006999141366,0.9276766356287347,8.399796260352746,57.83
Apple,Delhi,Wholesale,Premium,Monsoon,1.3317336714817563,0.8438382507960602,14.35516461915159,132.5
Mango,Jaipur,Retail,Premium,Spring,1.0220404447830789,1.4137223334959688,14.409466393543136,195.73
Guava,Jaipur,Wholesale,Good,Summer,1.645415719421238,1.0578659413329503,20.797292420710775,43.43
Apple,Chennai,Mandi,Good,Summer,1.3711057096960277,1.0105064648017994,8.415205669007712,103.32
Pomegranate,Bangalore,Mandi,Average,Monsoon,1.3806992023763014,0.7533458402904196,21.593373605301903,116.29
Guava,Bangalore,Retail,Average,Summer,1.9388531529857331,1.272530121657849,20.763195762714126,57.95
Mango,Hyderabad,Mandi,Premium,Spring,1.050489900622921,0.9536007757874432,21.999751863380208,119.74
Mango,Hyderabad,Mandi,Premium,Summer,0.5023769666995102,1.118633970311196,11.881509867407114,203.09
Orange,Pune,Mandi,Good,Spring,0.977281219184583,0.832789777283101,19.917845301309644,72.98
Watermelon,Hyderabad,Mandi,Good,Spring,1.5469576863854204,0.7012635368623295,22.430144269812693,29.55
Papaya,Kolkata,Wholesale,Good,Summer,0.5332016765442456,1.2125681797817771,13.278521161051778,74.27
Guava,Jaipur,Retail,Premium,Spring,1.3476084245550406,1.386937643943597,7.3495179775298585,88.25
Banana,Pune,Mandi,Premium,Winter,1.8770157651415256,1.429497987876006,19.77891693157455,62.55
Pomegranate,Pune,Wholesale,Average,Spring,1.7053126652396415,1.4964833614428048,10.053260043425647,86.49
Pineapple,Bangalore,Retail,Average,Summer,0.583624397705492,0.741924549168959,23.156317155548088,85.59
Papaya,Mumbai,Retail,Premium,Winter,0.5045313070342419,0.8983459598446457,23.55582958750631,153.69
Mango,Kolkata,Mandi,Premium,Summer,0.7718270654204259,1.348242639298666,7.700762733610949,157.33
Apple,Chennai,Retail,Premium,Summer,0.9741573319113435,1.039594266141228,11.186484487164458,197.37
Papaya,Lucknow,Retail,Premium,Winter,0.5006154341587623,1.1769461355219015,23.31886007908105,155.58
Banana,Ahmedabad,Mandi,Good,Winter,0.8783036032389964,1.4647350399696353,23.46599016539859,86.0
Mango,Kolkata,Wholesale,Average,Spring,0.735144421398942,1.0411248451935782,15.74833877199614,86.89
Mango,Kolkata,Mandi,Premium,Spring,0.6423618646491169,1.0120128485980486,13.132117060921914,189.98
Grapes,Jaipur,Retail,Average,Spring,1.831344607724287,1.0766099139100824,22.562303939714027,87.11
Pomegranate,Ahmedabad,Mandi,Good,Spring,1.0604754445594762,1.0104971654147976,6.9138023211600235,167.11
Apple,Kolkata,Mandi,Good,Monsoon,0.600640598944818,1.1749646263611477,20.440635719447094,260.56
Guava,Kolkata,Wholesale,Average,Winter,1.8785574155430067,1.4199276346837375,13.96321746738004,39.72
Guava,Jaipur,Retail,Good,Spring,0.921064613696891,1.4994530145517702,10.360230010391946,106.43
Guava,Chennai,Retail,Good,Winter,0.6588735344431602,0.7149172691318263,21.092833946693545,79.16
Pineapple,Pune,Retail,Premium,Summer,1.50612080070766,1.3778840431274935,5.190779080510898,72.04
Grapes,Mumbai,Wholesale,Premium,Monsoon,0.5020332867469233,1.0976714474806377,20.0561798902202,286.25
Watermelon,Ahmedabad,Wholesale,Good,Winter,1.2320573364226248,0.8238526038973881,12.392862352450429,23.34
Banana,Lucknow,Mandi,Good,Monsoon,1.93749152972208,0.7781658203094067,5.299970007542734,20.0
Grapes,Mumbai,Mandi,Premium,Winter,0.5306024160323095,1.1835911858067676,10.540508977392486,379.82
Orange,Hyderabad,Mandi,Good,Monsoon,1.313821793450969,1.4827555137228556,21.200355560925267,97.09
Orange,Bangalore,Retail,Average,Winter,1.0372171717937082,1.0029139067232753,13.362613659418622,93.8
Apple,Delhi,Wholesale,Average,Summer,0.820605031972866,0.857562904166977,13.255166405547868,128.47
Banana,Delhi,Wholesale,Premium,Spring,0.8053032837227072,0.8246012982924238,22.608438057472096,68.21
Grapes,Chennai,Mandi,Good,Monsoon,0.7575512548254635,1.223011602474589,5.509453834702143,140.86
Orange,Lucknow,Retail,Average,Spring,0.5513916841902565,0.8362938006252248,14.994113466693106,98.8
Orange,Kolkata,Mandi,Premium,Summer,1.8225117654303085,1.0157280703599567,18.731485841495683,67.6
Orange,Chennai,Retail,Good,Winter,0.7820878497186134,1.042415481951715,18.165675668523146,118.58
Orange,Pune,Mandi,Premium,Spring,1.4412592313026493,1.327526493294563,17.96293486097956,89.4
Grapes,Hyderabad,Retail,Average,Spring,1.2591246436107664,1.273775384808336,21.6586329678583,126.14
Pineapple,Mumbai,Wholesale,Premium,Spring,0.969876110733233,1.302932910327665,9.401325095693835,86.19
Apple,Bangalore,Wholesale,Premium,Spring,1.4859782377344088,1.0397432099347668,8.059237412114875,107.22
Mango,Ahmedabad,Wholesale,Average,Monsoon,0.6199737241951322,0.7718606020576672,16.815074427061298,87.56
Orange,Pune,Retail,Good,Winter,1.2748197655838933,1.1037915803042813,7.990986371138891,65.69
Grapes,Hyderabad,Wholesale,Good,Spring,1.7819261947277532,0.8843958698812167,11.551325878442519,50.0
Guava,Hyderabad,Mandi,Average,Monsoon,1.2847372247264626,1.4189111426408827,8.287853686568283,56.04
Grapes,Jaipur,Wholesale,Average,Summer,1.2356696898814632,0.7296415949547942,15.705054692586183,60.29
Papaya,Kolkata,Retail,Premium,Summer,1.6573832967017208,0.9809950658266626,21.239629813714203,49.93
Orange,Ahmedabad,Mandi,Premium,Monsoon,0.6316593711851608,1.2345445295663242,22.916242027971574,180.48
Apple,Hyderabad,Retail,Good,Spring,0.6898179667945659,1.0812963650484324,20.272305979233135,245.22
Banana,Hyderabad,Retail,Good,Monsoon,0.5607637594119828,0.7983289460337959,9.061411858401243,75.97
Pineapple,Mumbai,Wholesale,Premium,Winter,1.3655800125703164,0.973812474231797,6.677474771040242,48.61
Papaya,Ahmedabad,Wholesale,Premium,Spring,1.4831235452042826,0.7066122383566866,20.59920921080786,33.22
Pineapple,Pune,Wholesale,Premium,Spring,0.5737377854321414,1.158799667948173,22.07259857055914,126.04
Mango,Delhi,Wholesale,Average,Monsoon,1.158543865970672,0.7359048131781744,23.402276266452574,61.6
Papaya,Pune,Wholesale,Premium,Spring,0.6865179761636161,0.8714174474482076,6.289813609116925,56.91
Pineapple,Lucknow,Retail,Good,Monsoon,1.585414156636927,1.366146578896041,9.016575003498417,62.06
Pineapple,Delhi,Mandi,Average,Summer,0.6476520635674846,1.433445262459821,16.20343791134717,107.75
Apple,Lucknow,Wholesale,Premium,Summer,1.7156493703597557,1.251761227889495,19.49741707159761,103.47
Guava,Chennai,Retail,Good,Winter,1.240770522112342,0.7077602839384337,7.800896242684581,48.14
Pineapple,Kolkata,Mandi,Premium,Monsoon,1.6707827041355325,1.3043498180124649,17.13439159564464,61.24
Pomegranate,Jaipur,Retail,Good,Monsoon,1.6654195825887816,1.3979702520669393,9.312795254516983,167.08
Guava,Mumbai,Wholesale,Average,Spring,0.5573041756360866,1.1921719172775311,21.560865715485043,101.08
Papaya,Mumbai,Retail,Average,Monsoon,0.6851953605961041,1.4840415543811878,12.87438339306075,92.87
Papaya,Delhi,Retail,Premium,Spring,0.9700541096455368,1.0698891577981913,12.801321314952565,82.25
Orange,Hyderabad,Mandi,Premium,Winter,1.7380669668034576,1.4896658912047762,16.137611802959313,76.36
Pineapple,Ahmedabad,Retail,Average,Monsoon,0.9840255606167303,1.2159250590919335,22.02968898627988,69.07
Banana,Lucknow,Mandi,Good,Spring,1.4575126258716344,1.2236529529788784,24.081878298046014,57.58
Guava,Pune,Retail,Good,Winter,1.5176288775705684,1.1861672894655417,12.879556578344872,62.4
Mango,Mumbai,Wholesale,Good,Summer,0.9992275416375079,1.3038980231268484,17.97390085066071,102.95
Orange,Delhi,Wholesale,Premium,Winter,0.8055760899164999,0.9723078701420393,14.531358871600371,108.67
Grapes,Kolkata,Wholesale,Premium,Spring,1.897916209481558,1.430862409122156,15.50720963638996,84.43
Banana,Hyderabad,Wholesale,Premium,Summer,1.2471945112759706,1.1636290953199848,10.73321162574046,55.18
Apple,Jaipur,Mandi,Premium,Summer,0.6113702889958186,0.7830197669077925,21.25856810787874,212.03
Orange,Bangalore,Mandi,Average,Spring,1.2764584035341517,1.0055664152362151,16.286021293396605,58.71
Papaya,Pune,Wholesale,Average,Monsoon,0.8663505505461178,1.1482815792159695,5.434776761274147,28.03
Papaya,Mumbai,Retail,Premium,Spring,0.71792901461868,0.9530338789804995,24.521411720638085,107.59
Banana,Jaipur,Mandi,Good,Monsoon,1.148533988220147,1.49335956881485,23.551226976380843,73.71
Papaya,Ahmedabad,Mandi,Average,Summer,1.9124497722278044,1.268903614402472,10.912766635592723,28.16
Orange,Pune,Mandi,Premium,Spring,1.0891026713363414,1.1035045634390135,14.286634895903056,97.8
Guava,Delhi,Wholesale,Average,Summer,1.275725543425816,0.9959991087679819,19.815597343213447,43.28
Pineapple,Mumbai,Wholesale,Premium,Winter,1.6920208632662108,1.2981947407420886,13.822323281966673,61.29
Papaya,Kolkata,Mandi,Premium,Spring,0.60653685147399,1.0903012847984477,19.04328657296625,103.11
Grapes,Jaipur,Wholesale,Average,Spring,1.0672945242923286,1.1611244411629067,20.84006252260392,104.86
Papaya,Delhi,Wholesale,Premium,Summer,1.239615064681361,0.9124875661331319,19.0870591294426,48.49
Pineapple,Bangalore,Wholesale,Average,Spring,1.1031967325433145,1.215115153418568,16.012265959702873,52.77
Apple,Pune,Wholesale,Premium,Monsoon,1.1236790931037746,1.1808661323145726,19.19609426544744,150.82
Mango,Mumbai,Wholesale,Premium,Spring,0.9028357109309616,1.3212854718371125,16.04444560347693,155.14
Banana,Ahmedabad,Retail,Good,Monsoon,1.2672013100639261,1.2871362962301602,13.220943871121163,69.94
Guava,Kolkata,Wholesale,Good,Monsoon,0.7780309635827742,1.2074634858059035,21.366304233085433,81.97
Watermelon,Kolkata,Wholesale,Premium,Spring,1.8634713378722962,1.2103443916637322,20.38339739047175,38.59
Pomegranate,Mumbai,Mandi,Premium,Monsoon,0.7582914011386315,0.9167705662969756,10.712531993671542,320.53
Apple,Kolkata,Mandi,Premium,Monsoon,1.901977929060831,0.7068553686485926,5.955994193154986,61.43
Guava,Jaipur,Retail,Good,Summer,1.189224951575248,1.4934231026677545,9.537718296058896,87.06
Mango,Lucknow,Wholesale,Good,Monsoon,1.6081670433778965,1.4679333517136728,18.570946828363212,79.85
Apple,Lucknow,Mandi,Average,Winter,1.8128147066720384,1.1097688134482278,13.087288599622953,69.99
Papaya,Bangalore,Mandi,Good,Summer,1.6942789226508053,0.7030141556404264,17.627548727908582,33.22
Papaya,Ahmedabad,Mandi,Average,Monsoon,0.6912495900079786,0.7744242997927165,16.78534677513334,46.21
Papaya,Bangalore,Mandi,Average,Monsoon,0.8841326393576356,0.7962723521944416,6.970745343354814,37.49
Mango,Pune,Mandi,Good,Spring,0.528321317864352,0.7804242869534687,14.924389589798487,123.44
Papaya,Bangalore,Mandi,Good,Spring,1.872329225182256,1.0913572143844925,14.005303869932764,41.45
Grapes,Jaipur,Mandi,Average,Winter,0.824451410444243,1.345753576321728,20.14804396662055,154.36
Orange,Lucknow,Mandi,Premium,Spring,1.3498460048452108,1.4658508905530983,11.363265408453085,97.48
Banana,Lucknow,Wholesale,Average,Winter,0.6149161463916699,1.3484131892690976,24.530039472920247,73.57
Mango,Hyderabad,Wholesale,Good,Summer,0.6321898542508366,1.3770544102246989,19.64601541216362,136.39
Mango,Ahmedabad,Retail,Average,Spring,1.95355643945383,1.073829886545696,16.47306405977514,72.79
Grapes,Hyderabad,Retail,Average,Spring,0.5395754270083075,1.3329577296677586,10.17299724318601,223.37
Pomegranate,Ahmedabad,Wholesale,Good,Spring,1.2402962453489312,1.4045347700401187,12.944842629336703,147.6
Apple,Jaipur,Retail,Premium,Winter,1.0548329384721873,1.2188273272266739,19.507792033236655,203.91
Banana,Hyderabad,Retail,Premium,Monsoon,0.6114973270405188,1.4818952486221086,21.8717389118708,168.46
Apple,Jaipur,Wholesale,Premium,Summer,1.9640208883981913,0.9484807771162637,14.219391844250794,64.0
Mango,Ahmedabad,Wholesale,Average,Summer,1.0743639922696784,0.9009267210866285,17.084109597266085,49.31
Papaya,Bangalore,Mandi,Good,Spring,0.8024828169003384,0.7625936788640182,20.76237879890438,65.52
